ID,Title,Description,Link,Summarize,Summarized Caption,Group/Channel,Mode,Date,Hour (24),Minute (60),Execute,Status,Scheduled At,Sent At,Category,Relevancy,,
585,8 Reasons Why You Should Get a 3D Printer,"In this article, we will go through a list of reasons why you should get a 3D printer when you can..",https://my.cytron.io/tutorial/8-reasons-why-you-should-get-a-3dprinter,Off,,,,-,-,-,Off,,-,-,3D Printing,Outdated,,
586,Height Measurement Using micro:bit and Ultrasonic,Height measurement device is a useful and simple device used to measure the height of a person who stands under it..,https://my.cytron.io/tutorial/height-measurement-using-microbit-and-ultrasonic-simple-for-beginners,On,"Tutorial | Measure Height with micro:bit & Ultrasonic! 📏

Ever wanted to build your own height measurement device? 🤔 This simple tutorial shows you how to create one using a micro:bit and an ultrasonic sensor!  It's perfect for beginners and a fun project for learning electronics and coding. 🚀  Learn how to measure height accurately and easily!  This project is surprisingly simple and incredibly rewarding! ✨


🔗 Tutorial: https://my.cytron.io/tutorial/height-measurement-using-microbit-and-ultrasonic-simple-for-beginners&tracking=content&utm_campaign=telegram-posts

#microbit #ultrasonic #electronics #programming #stem
",microbit MY,Scheduled,07/01/2026,12,00,On,,2025-12-23 10:56:47,,microbit,Relevant,,
587,All You Need to Know About PLA for 3D Printing,What is PLA and why it is so popular compared to other filaments?..,https://my.cytron.io/index.php?route=eblog/epost&epost_id=882,On,,,,-,-,-,Off,,,-,3D Printing,Relevant,,
588,Receive Phone Call Notifications Using micro:bit,"In this IoT project, we will learn how to get phone call notifications using micro:bit and the grove WiFi 8266. To make this happen we will be using ThingSpeak Platform and IFTTT...",https://my.cytron.io/tutorial/receive-phone-call-notifications-using-microbit,On,"Tutorial | Receive Phone Call Notifications Using micro:bit

Ever wanted your micro:bit to alert you to incoming calls? 📞 This amazing IoT project shows you how!  Learn to connect your micro:bit to the Grove WiFi 8266, leverage the power of ThingSpeak and IFTTT, and receive visual phone call notifications on your tiny device.  This step-by-step tutorial makes it surprisingly easy!  Get started now and impress your friends with your coding skills! ✨


🔗 Tutorial: https://my.cytron.io/tutorial/receive-phone-call-notifications-using-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #IoT #programming #ThingSpeak #IFTTT
",microbit MY,Scheduled,07/08/2026,12,00,On,,2025-12-23 10:56:52,,"IoT, microbit",Relevant,,
589,7 Awesome Things to 3D Print (November 2022 Edition),"New month, new 7 awesome things to 3D print. In this post, we will share with you some useful designs that can be printed to be used in your daily life...",https://my.cytron.io/tutorial/7-awesome-things-to-3d-print-2022-november,Off,,,,-,-,-,Off,,-,-,3D Printing,Outdated,,
590,DIY Auto Tissue Paper Dispenser with micro:bit,"An auto tissue dispenser device is designed to optimize consumption and avoid unnecessary waste, also it allows fast access and quick refilling...",https://my.cytron.io/tutorial/diy-auto-tissue-paper-dispenser-with-microbit,On,"Tutorial | DIY Auto Tissue Paper Dispenser with micro:bit

Tired of messy tissue boxes and wasteful tissue consumption? 🧻😩  This clever project shows you how to build an automated tissue dispenser using a micro:bit!  This DIY project optimizes tissue usage, provides fast access, and makes refilling a breeze.  Learn how to build your own smart, efficient, and surprisingly simple tissue dispenser today!  Let's get crafting! 🛠️✨

🔗 Tutorial: https://my.cytron.io/tutorial/diy-auto-tissue-paper-dispenser-with-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #DIY #electronics #automation #smartHome
",microbit MY,Scheduled,07/15/2026,12,00,On,,2025-12-23 10:56:57,,microbit,Relevant,,
591,All You Need to Know About Cura Tree Support,Tree support is one type of support structure available in Ultimaker Cura. It saves time and material compared to normal support...,https://my.cytron.io/tutorial/all-you-need-to-know-about-cura-tree-support,Off,,,,-,-,-,Off,,-,-,,,,
592,"RPi Pico W - Control LED, Monitor Temperature via WebServer","Raspberry Pi Pico W is a new Raspberry Pi product that adds a WiFi feature to the Raspberry Pi Pico, which allows you to connect the device to a WiFi network...",https://my.cytron.io/tutorial/rpi-pico-w-control-led-monitor-temperature-through-webserver,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
593,Cura Ironing Feature - Achieve Smooth Top Layers,We will introduce you to a fascinating slicing feature called “Ironing” which allows you to smooth out the top surfaces of our 3D-printed objects...,https://my.cytron.io/tutorial/cura-ironing-feature-achieve-smooth-top-layers,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
594,Get Started with Blynk 2.0 on micro:bit | IoT for Beginners,"In this tutorial, we will learn how to get started with the new platform of Blynk on micro:bit using the Grove WiFi 8266 module...",https://my.cytron.io/tutorial/get-started-with-blynk-on-microbit-iot-for-beginners,On,"Tutorial | Get Started with Blynk 2.0 on micro:bit 🚀

Dive into the exciting world of IoT!  This beginner-friendly tutorial shows you how to use the new Blynk platform with your micro:bit and the Grove WiFi 8266 module.  Learn to build your first IoT project with easy-to-follow steps and unlock endless possibilities! 💡  Perfect for students and hobbyists alike. Let's get started! 👨‍💻

🔗 Tutorial: https://my.cytron.io/tutorial/get-started-with-blynk-on-microbit-iot-for-beginners&tracking=content&utm_campaign=telegram-posts

#IoT #microbit #Blynk #Grove #beginner
",microbit MY,Scheduled,07/22/2026,12,00,On,,2025-12-23 10:57:05,,microbit,Relevant,,
595,Monitoring Soil Moisture Using Blynk and micro:bit,"With this IoT system, you can monitor the soil moisture of your plants using micro:bit and soil moisture sensor...",https://my.cytron.io/tutorial/monitoring-soil-moisture-using-blynk-and-microbit,On,"Tutorial | Monitoring Soil Moisture Using Blynk & micro:bit

Keep your plants happy and healthy with this easy-to-follow tutorial! 🌱 Learn how to build a simple yet effective IoT system using a micro:bit and soil moisture sensor to monitor your plants' hydration levels.  This project is perfect for beginners and will teach you valuable skills in IoT and data monitoring. Get started now and say goodbye to wilting plants! 🪴  

🔗 Tutorial: https://my.cytron.io/tutorial/monitoring-soil-moisture-using-blynk-and-microbit&tracking=content&utm_campaign=telegram-posts

#IoT #Microbit #Blynk #SoilMoisture #Gardening
",microbit MY,Scheduled,07/29/2026,12,00,On,,2025-12-23 10:57:11,,"IoT, microbit",Relevant,,
596,IoT-Based Door Lock Using micro:bit and Blynk,"With this IoT-based door lock, users can have access to control the door lock remotely through their smartphones...",https://my.cytron.io/tutorial/iot-based-door-lock-using-microbit-and-blynk,On,"Tutorial | IoT-Based Door Lock: Secure Your Home with Micro:bit & Blynk! 🚪🔑📱

Want to control your door lock from anywhere in the world?  This tutorial shows you how to build a super cool IoT-based door lock using a micro:bit and Blynk!  Learn to integrate hardware and software for a smart home solution that's both impressive and practical.  Unlock a world of possibilities with this easy-to-follow guide! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/iot-based-door-lock-using-microbit-and-blynk&tracking=content&utm_campaign=telegram-posts

#IoT #Microbit #Blynk #SmartHome #DIY
",microbit MY,Scheduled,08/05/2026,12,00,On,,2025-12-23 10:58:02,,"IoT, microbit",Relevant,,
597,Create an Alarm Clock with micro:bit | Easy for Beginners,"When the micro:bit connects to the internet, the creativity of making amazing projects become limitless..",https://my.cytron.io/tutorial/create-an-alarm-clock-with-micro:bit,On,"Tutorial | Create an Alarm Clock with micro:bit! ⏰

Ever wished you could build your own alarm clock?  Now you can! 🤯 This beginner-friendly tutorial shows you how to create a super cool alarm clock using the amazing micro:bit.  When your micro:bit connects to the internet, the possibilities are endless! 🚀 Learn to code, build, and personalize your very own alarm, all in one fun project. Let's get started!  

🔗 Tutorial: https://my.cytron.io/tutorial/create-an-alarm-clock-with-micro:bit&tracking=content&utm_campaign=telegram-posts

#microbit #coding #electronics #beginnerproject #makers
",microbit MY,Scheduled,11/18/2026,12,00,On,,2025-12-23 11:23:57,,microbit,Relevant,,
598,Build a Shooting Game Using micro:bit,How good are you at aiming and shooting?  Want to test your skills and challenge your friends?..,https://my.cytron.io/tutorial/build-a-shooting-game-using-micro:bit,On,"Tutorial | Build Your Own Micro:bit Shooting Game! 

How good are you at aiming and shooting? 🤔 Want to test your skills and challenge your friends to epic pixelated battles?  🎯  Then get ready to build your very own shooting game using the amazing micro:bit! This tutorial will guide you step-by-step through the process, from setup to gameplay.  Prepare for hours of fun and learning! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/build-a-shooting-game-using-micro:bit&tracking=content&utm_campaign=telegram-posts

#microbit #programming #games #electronics #STEM
",microbit MY,Scheduled,08/12/2026,12,00,On,,2025-12-23 10:58:50,,microbit,Relevant,,
599,Play Scratch Games with micro:bit,"Are you ready to have some fun with your micro:bit? In this tutorial, we'll show you how to play Scratch games using your versatile little device...",https://my.cytron.io/tutorial/play-scratch-games-with-microbit,On,"Tutorial | Play Scratch Games with micro:bit

🚀 Level up your micro:bit skills and unleash your inner game developer!  🎮 Are you ready to have some fun? In this tutorial, we'll show you how to create and play awesome Scratch games using your versatile little micro:bit.  Get ready for coding adventures and exciting gameplay! 🤩  Learn how to bring your creations to life with simple steps and engaging visuals.

🔗 Tutorial: https://my.cytron.io/tutorial/play-scratch-games-with-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #scratch #coding #programming #tutorial
",microbit MY,Scheduled,08/19/2026,12,00,On,,2025-12-23 10:58:54,,microbit,Relevant,,
600,Make an Oscillating Table Fan Using micro:bit,"Hi guys, today we're going to build our own oscillating table fan using a micro:bit. With the help of the micro:bit, we'll be able to program our fan..",https://my.cytron.io/tutorial/make-an-oscillating-table-fan-using-microbit,On,"Tutorial | Make an Oscillating Table Fan Using micro:bit

Hey makers! 💨  Want to build your own super cool oscillating table fan?  This tutorial shows you how to create one using the amazing micro:bit!  We'll guide you through the process of programming your fan to oscillate – it's easier than you think!  Get ready to impress your friends with this awesome project. ⚙️🌀

🔗 Tutorial: https://my.cytron.io/tutorial/make-an-oscillating-table-fan-using-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #electronics #DIY #maker #programming
",microbit MY,Scheduled,08/26/2026,12,00,On,,2025-12-23 10:58:59,,microbit,Relevant,,
601,Getting Started With Maker Nano RP2040 & Blynk IoT,"In this tutorial, it will focuses on getting started with Maker Nano RP2040 and Blynk IOT...",https://my.cytron.io/tutorial/getting-started-with-maker-nano-rp2040-and-blynk-iot,Off,,,,-,-,-,Off,,-,-,IoT,,,
602,Getting Started with MOTION 2350 Pro using CircuitPython,"MOTION 2350 Pro is an beginner friendly board, powered up by Raspberry Pi RP2350. This getting started guide will help you to kick start your MOTION 2350 Pro projects...",https://my.cytron.io/tutorial/getting-started-with-motion-2350-pro-cp,Off,,,,-,-,-,Off,,-,-,,,,
603,Running Manual Code on Raspbot,"A step-by-step guide to managing and executing Raspbot Python processes on Raspberry Pi using JupyterLab, including process control, terminal commands, and running compiled Python scripts...",https://my.cytron.io/tutorial/Running-manual-code-on-Raspbot,Off,,,,-,-,-,Off,,-,-,,,,
604,Getting Started with Maker Feather AIoT S3 using CircuitPython,"This guide will show you how to set up the board for CircuitPython, followed by some simple examples to help you get familiar with programming it...",https://my.cytron.io/tutorial/get-started-with-maker-feather-aIot-s3-using-circuitpyhton,Off,,,,-,-,-,Off,,-,-,,,,
605,Getting Started with Maker Feather AIoT S3 (Arduino IDE),Getting started with Maker Feather AIoT S3 (Arduino IDE) with basic system. There are 7 complete example from totally basic until medium level...,https://my.cytron.io/tutorial/getting-started-with-Maker-Feather-AIoT-S3-(ArduinoIDE),On,"Tutorial | Getting Started with Maker Feather AIoT S3 (Arduino IDE)

Ready to unleash the power of AIoT with the Maker Feather AIoT S3? 🚀 This tutorial will guide you through setting up your board using the Arduino IDE, from the very basics to more intermediate concepts. We've got 7 complete examples to get you started! Whether you're a beginner or looking to expand your skills, this is the perfect resource. 💻

🔗 Tutorial: https://my.cytron.io/tutorial/getting-started-with-Maker-Feather-AIoT-S3-(ArduinoIDE)&tracking=content&utm_campaign=telegram-posts

#MakerFeather #AIoT #ArduinoIDE #Tutorial #DIYelectronics
",Arduino MY,Scheduled,09/29/2026,12,00,On,,2025-12-22 15:31:18,-,Arduino,,,
